Name,Assembly Code,MF_Number
"Procedures Health, Safety, and Emergency Response",Z102070,01 35 29
Procedures Historic Treatment,Z102070,01 35 91
Procedures indoor Air Quality,Z102070,01 35 46
Procedures infection Control,Z102070,01 35 33
Procedures Operation,Z109050,
Procedures Payment,Z101070,01 29 00
Procedures Plant Inspection,Z104080,01 45 26
Procedures Price and Payment,Z1010,01 20 00
Procedures Procurement Substitution,30307,00 26 00
Procedures Progress Payment,Z101070,01 29 76
Procedures Security,Z102070,01 35 53
Procedures Source Quality Control,Z104080,01 45 13
Procedures Special,Z102070,01 35 00
Procedures Special Project,Z102070,01 35 13
Procedures Startup,Z107040,01 75 16
Procedures Submital,Z102050,01 33 00
Procedures Substitution,Z101650,01 25 00
Procedures Sustainability Certification Project,Z102070,01 35 66
Process Support Plumbing Systems,D2060,
Process Support Plumbing Systems Supplementary Components,D206090,
Processed Water Equipment,D206050,22 67 19
Processed Water Piping,D206050,22 67 13
"Processed Water Systems, Healthcare",D206050,22 67 00
"Processed Water Systems, Laboratory",D206050,22 67 00
Procurement Definitions,303020,00 23 00
Procurement Form Supplements,305030,00 43 00
Procurement Forms and Supplements,3050,
Procurement Instructions,3030,00 20 00
Procurement Meetings,303050,00 25 00
Procurement Requirements,30,00 00 00
Procurement Scopes,303030,00 24 00
Procurement Substitution Procedures,303070,00 26 00
Product Allowances,Z101010,01 21 26
Product Data,Z102050,01 33 23
Product Delivery Requirements,Z106040,01 65 00
Product Options,Z106020,01 62 00
Product Requirements,Z1060,01 60 00
Product Storage and Handling Requirements,Z106050,01 66 00
Professional Services,2030,
Profit,Z9030,
Program Facility,102050,
Program Project,1020,
Program Site,102010,
Progress Cleaning,Z107030,01 74 13
Progress Payment Procedures,Z101070,01 29 76
Project Alliances,301010,
Project Budget information,304015,00 31 16
"Project Contingencies, Budget",2080,
Project Coordination,Z102010,01 31 13
Project Criteria,1030,
"Project Delays, Budget",208060,
Project Delivery Methods,301010,
Project Description,10,
Project Forms,4020,00 60 00
Project Identification,Z105070,01 58 00
Project Management and Coordination,Z102010,01 31 00
Project Managers,203010,
Project Meetings,Z102010,01 31 19
Project Program,1020,
Project Record Documents,Z107070,01 78 39
Project Summary,1010,01 10 00
Project Web Site,Z102010,01 31 23
Projection Screens,E104010,11 52 13
Projectors,E104010,11 52 16
Promotion,205010,
Proposal Forms,305020,00 42 00
Proposal Requests,Z101060,01 26 53
Proposal Worksheet Summaries,Z101060,01 26 54
Protected Membrane Roofing,B301050,07 55 00
Protecting installed Construction,Z107050,01 76 00
Protection Devices,D502010,26 18 00
Protection Devices,D502010,26 28 00
Protection of Adjacent Construction,Z107010,01 71 33
"Protective Walkways, Temporary",Z106040,01 56 29
Protective Wall Covering,C109035,10 26 23
Pubic Information Systems,D603050,27 42 19
Public Address and Mass Notification Systems,D606010,27 51 16
"Pumping Stations, Facility Sewerage",D202010,22 13 43
Pumps Boiler Feedwater,D302010,23 53 13
Pumps Domestic Water,D201020,22 11 23
Pumps Exterior Fountain,G206010,22 52 16
Pumps Facility Fuel-Oil,D301030,23 12 13
Pumps Facility Gasoline Dispensing,D301030,23 12 16
Pumps Fire,D401010,21 30 00
Pumps Fuel,D301030,23 12 00
Pumps Hydronic,D306010,23 21 23
Pumps interior Fountain,F106020,22 52 16
Pumps irrigation,G208010,32 82 00
Pumps Pool,F105010,22 51 16
Pumps Sanitary Waste,D202010,22 13 29
Pumps Site Aviation Fuel,G306060,33 52 43.23
Pumps Site Diesel Fuel,G306040,33 52 19.23
Pumps Site Fuel-Oil,G306020,33 52 13.23
Pumps Site Gasoline,G306030,33 52 16.23
Pumps Steam Condensate,D305030,23 22 23
Pumps Storm Drainage,G303050,33 45 00
Pumps Stormwater Drainage,D203010,22 14 33
Pumps Stormwater Drainage,D203010,22 14 36
Qualifications,Z104040,01 43 00
Quality Assurance,Z104040,01 43 00
Quality Control,Z104080,01 45 00
Quality Requirements,Z1040,01 40 00
Quantity Allowances,Z101010,01 21 29
Quartz Flooring,C203070,09 67 26
Raceway Decking Assemblies Floor,B101020,05 35 00
Raceway Decking Assemblies Roof,B102020,05 35 00
Raceways and Boxes Electrical Service and Distribution,D502090,26 05 33
Raceways and Boxes Facility Power Generation,D501090,26 05 33
Raceways and Boxes General Purpose Power,D603090,26 05 33
Raceways and Boxes Lighting,D504090,26 05 33
Raceways and Boxes Miscellaneous Electrical,D509090,26 05 33
Raceways and Enclosures Branch Wiring,D503010,26 05 33
Raceways and Enclosures Electrical Distribution,D502030,26 05 33
Raceways and Enclosures Lighting Branch Wiring,D504020,26 05 33
"Raceways, Facility Grounding",D502070,26 05 33
Radiant Heating Electric Cables,D307010,23 83 13
Radiant Heating Hydronic Piping,D307010,23 83 16
Radiant Heating Units,D302070,23 83 00
Radiation Detection and Alarm Detection Sensors,D705020,28 32 33
Radiation Detection and Alarm Dosimeters,D705020,28 32 43
Radiation Detection and Alarm GUI and Logic Systems,D705020,28 32 13
Radiation Detection and Alarm Integrated Audio Evacuation Systems,D705020,28 32 23
Radiation Protection,F103050,13 49 00
"Radiation Protection, EACH",F1030210,
"Radiation Protection, SF",F1030220,
Radiation Resistant Glazing Exterior Doors,B205040,08 88 49
Radiation Resistant Glazing Exterior Windows,B202050,08 88 49
Radiation Resistant Glazing Interior Doors,C103070,08 88 49
Radiation Resistant Glazing Interior Windows,C102050,08 88 49
Radiation Shielding Doors Exterior,B205040,08 34 49
Radiation Shielding Doors interior,C103070,08 34 49
Radiation Shielding Windows Exterior,B202050,08 56 49
Radiation Shielding Windows interior,C102050,08 56 49
Radiators,D302070,23 82 29
Radio Communications Equipment,D602020,27 32 43
Radio Frequency Protection,F103050,
Radioactve Decontamsnation,G105010,02 51 26
Radio-Frequency-Interference Filters,D501060,26 35 46
Radio-Frequency-Interference Filters Shielding Doors Exterior,B205040,08 34 46
Radio-Frequency-Interference Filters Shielding Doors interior,C103070,08 34 46
Radio-Frequency-Interference Filters Shielding Windows Exterior,B202050,08 56 46
Radio-Frequency-Interference Filters Shielding Windows interior,C102050,08 56 46
Radiology Equipment,E104020,11 77 00
Radon Mitigation,A602010,31 21 13
Raft Foundations,A201060,03 71 00
Railings Exterior Balcony,B208050,05 52 00
Railings Exterior Balcony,B208050,05 73 00
Railings interior,C109010,
Railings Stair,B108050,
Railway Embankments,G107030,31 24 16
Rain Water Drainage,D2040,
Rainwater Leaders,D20302,22 14 16
Rainwater Management,B30207,
Rainwater Storage Tanks,D20301,22 14 53
Raised Floor Construction,C1060,
Rammed Earth Construction,F102065,13 35 00
Rammed Earth Construction Walls,F102065,13 35 13
Ramps,B101050,
Ramps Metal,B108070,05 51 36.16
Ramps Temporary,Z105025,01 53 23
"Ranges, Commercial",E103080,11 44 13
Receptacle (by Wattage),D5020110,
Receptacles & Switches by Each,D5020125,
"Receptacles, Floor",D5020115,
Reception Casework,E201030,
"Reclosers, Site Electrical",G401050,33 77 53
Record Ctarifications and Proposals,404030,00 93 00
Record Modifications,404050,00 94 00
Recreational Area Lighting,G205030,26 56 00
Recreational Areas,G205030,
Recreational Court Fences and Gates,G205030,32 31 13.23
Recreational Court Surfacing,G205030,32 18 23.43
Recreational Equipment,E107060,11 67 00
Recycled Rubber Pavement,,32 14 29
Recreational Surfaces,G205030,32 18 00
Rectangular Precast Beams,B1010213,
Recycling Equipment,E109010,11 82 23
Recycling Programs,Z109050,01 93 16
References,Z104030,01 42 00
References,Z104030,01 42 19
References Standards,Z104030,01 42 19
Refractory Masonry,C109050,04 50 00
Refrigerant Compressors,D303010,23 61 00
Refrigerant Condensers,D303010,23 63 00
Refrigerated Display Equipment,E103030,11 22 00
Refrigerated Food Storage Cases,E103080,11 41 13
Refrigeration Detection and Alarm,D705050,28 35 00
Refrigeration Detection and Alarm Detection Sensors,D705050,28 35 33
Refrigeration Detection and Alarm GUI and Logic Systems,D705050,28 35 13
Refrigeration Detection and Alarm integrated Audio Evacuation Systems,D705050,28 35 23
Refrigerators Laboratory,E104010,11 53 23
Refrigerators Mortuary,E104020,11 78 13
Registration Equipment,E103050,11 25 13
Regulatory Required Permits,202050,01 41 00
Regulatory Requirements,Z104010,01 41 00
Reinforced Concrete Block Wall - Lightweight,B2010112,
Reinforced Concrete Block Wall - Regular Weight,B2010111,
Reinforced Ground Face Block Wall,B2010122,
Reinforced Misc Block Walls,B2010124,
Reinforced Soil Retaining Walls,G206060,32 32 34
Reinforced Split Face Block Wall - Lightweight,B2010120,
Reinforced Split Face Block Wall - Regular Weight,B2010119,
Reinforced Split Ribbed Block Wall - Lightweight,B2010116,
Reinforced Split Ribbed Block Wall - Regular Weight,B2010115,
Related Activites Substructure,A90,
Related Activites Tunnel Construction,G901090,
Relational Contracts,30101,
Relay-Logic Detention Monitoring and Control,D707010,28 46 16
Relief Vents,B302010,07 72 23
Religious Art Fixed,E201010,12 19 00
Religious Art Movable,E205010,12 19 00
Religious Casework,E201030,12 35 91
Religious Equipment,E104040,11 91 00
Relocations,205030,
Relocations Disruptions,205030,
Relocations Moving,205030,
Relocations Temporary,205030,
Remediations Asbestos,F201020,02 82 00
Remediations Facility,F20,
Remediations Lead,F201030,02 83 00
Remediations Mold,F201050,02 85 00
Remediations Polychlorinate Biphenyl,F201040,02 84 00
Remediations Sinkhole,G105045,02 57 00
Remediations Site,G1050,02 50 00
Remediations Soil Stabilization,G105030,02 55 00
Remediations Water,G105080,02 70 00
Removal and Disposal of Asbestos Containing Materials,F201020,02 82 33
Removal and Disposal of Contaminated Soils,G105060,02 61 00
Removal and Disposal of Materials Containing Lead,F201030,02 83 33
Removal and Disposal of Materials with Mold,F201050,02 85 33
Removal and Disposal of Polychlorinate Biphenyls,F201040,02 84 33
Representations and Certifications,305050,00 45 00
Requests for Interpretation,Z101060,01 26 13
Requirements Administrative,Z1020,01 30 00
Requirements Closeout,Z10706,01 77 19
Requirements Contracting,40,00 00 00
Requirements Environmental Facility,103053,01 81 16
Requirements Execution and Closeout,Z1070,01 70 00
Requirements General Commissioning,Z109010,01 91 13
Requirements Governmental Safety,Z102070,01 35 26
Requirements Hazardous Materials,Z106050,01 66 13
Requirements Historic Restoration,103070,01 35 91
Requirements Indoor Air Quality,103056,01 81 19
Requirements Owner Safety,Z102070,01 35 23
Requirements Planned Unit Development,103015,
Requirements Procurement,30,00 00 00
Requirements Product,Z1060,01 60 00
Requirements Product Delivery,Z106040,01 65 00
Requirements Product Storage and Handling,Z106050,01 66 00
Requirements Quality,Z1040,01 40 00
Requirements Regulatory,20205,01 40 00
Requirements Regulatory,Z104010,01 41 00
Requirements Sustainable Design,103050,01 81 13
Requirements Toxic Materials,Z108050,01 66 16
Requirements Zoning,103010,01 41 00
"Reservoirs, Site Irrigation Water",G301050,33 47 19
Residential Casework,E201030,12 35 30
Residential Ceiling Fans,E106070,11 34 00
Residential Elevators,D101010,14 20 00
Residential Equipment,E1060,11 30 00
Residential Furniture,E205030,12 58 00
Residential Kitchen Appliances,E106010,11 31 13
Residential Laundry Appliances,E106010,11 31 23
Residential Plumbing Fixtures,D201060,22 41 00
Residential Appliances,E106010,11 31 00
Residential Equipment,E1090410,
Resilient Flooring,C203050,09 65 00
Resilient Flooring Athletic,C203080,09 65 66
Resilient Flooring Stair Finish,C204050,09 65 00
Resinous Flooring,C203070,09 67 23
Resinous Flooring Matrix Terrazzo,C203060,09 66 23
Restaurant Furniture,E205030,12 54 16
Restaurant Turntables,D103030,14 72 25
Restoration,G107070,
Retail Furniture,E205030,12 53 00
Retaining Walls,G206060,32 32 00
Retaining Walls Subdrainage,G206060,33 46 33
Retention Basins,G303070,33 47 26.16
Retractable Stairs,E106050,
Return Air,D306020,
Return Air Duct Accessories,D306020,23 33 00
Return Air Ducts and Casings,D306020,23 31 00
Return Air HVAC Fans,D306020,23 34 00
Return Air Outlets and Inlets,D306020,23 37 00
Return Air Plenums and Chases,D306020,23 32 00
Reverse-Osmosis Decontamination,G105010,02 51 16
Revisions,4040,00 90 00
Revisions Precontract,404010,00 91 00
Revolving Door Entrances Exterior,B205010,08 42 33
Revolving Door Entrances interior,C103020,08 42 33
Rezoning,B205050,
Rezoning,205050,
Ribbed Precast Concrete,B2010104,
Ridge Vents,B302010,07 72 26
Rigging Systems and Controls £,E107010,11 61 33
Rights-of-Way and Easements,201040,
Rigid Pavement Aviation,G204010,32 13 00
Rigid Pavement Horizontal Waterproofing,B304050,32 13 00
Rigid Pavement Parking Lot,G202010,32 13 00
Rigid Pavement Pedestrian,G203010,32 13 00
Rigid Pavement Roadway,G201010,32 13 00
Ring-Down Emergency Telephones,D602020,27 32 26
Ring-Down Emergency Telephones,D802020,
Riprap,G107065,31 37 00
"Roads, Temporary",Z105035,01 55 23
Roadways,G2010,
Roadways Construction,G201040,34 71 00
Roadways Curbs and Gutters,G201040,32 16 13
Roadways Appurtenances,G201040,32 17 00
Roadways Embankments,G1070.30,31 24 13
Roadways Pavement,G2010.10,32 10 00
Roadways Lighting,G2010.70,26 56 19
Roadways Monitoring Equipment,G2010.40,34 41 23
Roof Construction,B1020,
Roof Construction Supplementary Components,B102090,
Roofing,B3010,
Roofing Shingles and Shakes,B301010,07 31 00
"Roofing Membrane, Low-Slope",B301050,07 50 00
Roofing Ballast,B301050,07 50 00
Roof Deck Rigid Insulation,B3010320,
Roof Drain Systems,D2040210,
Roof Edges,B3010420,
Roof Openings,B3020,
Rooftop Multizone Unit Systems,D3050155,
Rooftop Single Zone Unit Systems,D3050150,
Room Air-Conditioners,D303070,23 81 16
Room Finish Schedule,C2090,09 06 00.13
Rooms,F101050,
Rope Climbers,D108020,14 82 00
Rotary Converters,D501010,26 32 29
Rough Grading,G107010,31 22 13
"Rugs and Mats, Moveable",E205040,12 48 00
Rules,Z104010,01 41 19
Running Track Surfacing,G205010,32 18 23.33
Safes Deposit Boxes,E103020,11 16 13
Safes,E103020,11 16 16
Safety Netting,F106020,13 28 16
Safety Specialties,C109060,10 40 00
Safety Switches,D5020165,
Samples,Z102050,01 33 23
Samples Field,Z104040,01 43 36
Sanitary Drainage,D2020,22 13 00
Sanitary Drainage Drains,D202030,22 13 19.13
Sanitary Drainage Facilities,Z105020,01 52 19
Sanitary Drainage Manholes,D202030,22 05 73
Sanitary Drainage Piping Cleanouts,D202030,22 05 76
Sanitary Drainage Supplementary Components,D202090,
Sanitary Sewerage Equipment,D202010,
Sanitary Sewerage Force Mains,G302020,33 34 00
Sanitary Sewerage Lagoons,G302060,33 47 23
Sanitary Sewerage Piping,D202030,33 31 00
Sanitary Sewerage Pumps,D202010,22 13 29
Sanitary Sewerage Structures,G302050,33 39 00
Sanitary Sewerage Utilities,G3020,33 30 00
Sanitary Sewerage Utility Connection,G302010,
Sanitary Sewers,D202030,22 13 13
Sanitary Waste and Vent Piping,D202030,22 13 16
Sanitary Waste interceptors,D202010,22 13 23
Sanitary Waste Piping Speciaties,D202030,22 13 19
Sanitary Waste Separators,D202010,22 13 26
Saunas,F101050,13 24 16
Sawdust Collection Systems,D306030,23 35 13.13
